Organism; Proteom volume; Div Time 
Oplophorus gracilirostris;2;-1
Enterobacteria phage PA-2;3;-1
Bacteriophage PS34;2;-1
Chalaropsis sp.;1;-1
Ippy mammarenavirus (isolate Rat/Central African Republic/Dak An B 188 d/1970);4;-1
Lymphocytic choriomeningitis virus (strain Armstrong);4;-1
Lake Victoria marburgvirus (strain Angola/2005);7;-1
Borna disease virus (strain V);6;-1
Chapare mammarenavirus (isolate Human/Bolivia/810419/2003);4;-1
European bat lyssavirus 1 (strain Bat/Germany/RV9/1968);5;-1
European bat lyssavirus 2 (strain Human/Scotland/RV1333/2002);5;-1
Reston ebolavirus (strain Philippines-96);9;-1
Rabies virus (strain HEP-Flury);5;-1
European mountain ash ringspot-associated virus (isolate Sorbus aucuparia);4;-1
Influenza A virus (strain A/Swine/May/1954 H1N1);3;-1
Myxoma virus (strain Lausanne);26;-1
Human metapneumovirus (strain CAN97-83);9;-1
Protonectarina sylveirae;3;-1
Agelaia pallipes pallipes;2;-1
Artanema fimbriatum;1;-1
Huidobria chilensis;1;-1
Kunzea ericoides;1;-1
Mammillaria haageana;1;-1
Schizorhiza neglecta;2;-1
Soldanella alpina;2;-1
Thryptomene saxicola;1;-1
Borna disease virus 1;6;-1
Bunodosoma granuliferum;8;-1
Halcurias carlgreni;1;-1
Nakataea oryzae;1;-1
Stichodactyla helianthus;6;-1
Thalassianthus aster;2;-1
Stichodactyla haddoni;5;-1
Peirates turpis;1;-1
Unknown prokaryotic organism;12;-1
Paeniclostridium sordellii;3;-1
Human parainfluenza 1 virus (strain C35);2;-1
Human parainfluenza 1 virus (strain CI-5/73);2;-1
Human parainfluenza 1 virus (strain CI-14/83);2;-1
Human parainfluenza 2 virus;4;-1
Vesicular stomatitis New Jersey virus (strain Missouri subtype Hazelhurst);2;-1
Sendai virus (strain 6/94);2;-1
Vesicular stomatitis Indiana virus (strain 94GUB Central America);6;-1
Vesicular stomatitis Indiana virus (strain Mudd-Summers);4;-1
Human adenovirus C serotype 5;31;-1
Human adenovirus B serotype 7;26;-1
Human adenovirus A serotype 12;26;-1
Arthromyces ramosus;1;-1
Beris vallata;1;-1
Loxocera albisata;1;-1
Syritta pipiens;1;-1
Gastroclonium coulteri;1;-1
Mumps virus (strain SBL);5;-1
Rabies virus (strain silver-haired bat-associated);5;-1
Hirame rhabdovirus (strain Korea/CA 9703/1997);6;-1
Human respiratory syncytial virus;2;-1
Human respiratory syncytial virus B (strain 18537);7;-1
Mumps virus (strain Enders);3;-1
Euroglyphus maynei;3;-1
Condylostoma magnum;1;-1
Paraclostridium bifermentans;5;-1
Rinderpest virus (strain Kabete O);6;-1
Measles virus (strain IP-3-Ca);7;-1
Measles virus (strain Yamagata-1);7;-1
Sendai virus (strain Fushimi);9;-1
Sendai virus (strain Harris);8;-1
Tibrogargan virus (strain CS132);9;-1
Glaucoma chattoni;1;-1
Enterobacteria phage PRD1;25;-1
Pseudoplectania nigrella;1;-1
Philibertia gilliesii;1;-1
Uncultured bacterium HF130_AEPn_1;2;-1
Newcastle disease virus (strain Beaudette C/45);6;-1
Newcastle disease virus (strain Ulster/2C);2;-1
Duvenhage virus;3;-1
Hendra virus (isolate Horse/Autralia/Hendra/1994);9;-1
Rabies virus (strain PM);1;-1
Rabies virus (strain SAD B19);5;-1
Measles virus (strain Ichinose-B95a);8;-1
Measles virus (strain Edmonston);8;-1
Sendai virus (strain Z);9;-1
Vesicular stomatitis Indiana virus (strain Glasgow);5;-1
Human adenovirus F serotype 40;20;-1
Canine adenovirus serotype 2 (strain Toronto A 26-61);12;-1
Canine adenovirus serotype 1 (strain CLL);22;-1
Phoneutria nigriventer;54;-1
Canine adenovirus serotype 1 (strain RI261);22;-1
Nidirana pleuraden;4;-1
Pamphobeteus nigricolor;2;-1
Hepatitis C virus genotype 1b (isolate BK);1;-1
Enterobacteria phage T7;57;-1
Hemiscorpius lepturus;2;-1
Squash mosaic virus (strain melon);1;-1
Eastern equine encephalitis virus (strain PE-3.0815);2;-1
Venezuelan equine encephalitis virus (strain 3880);2;-1
Sapporo virus (isolate GII/Human/Thailand/Mc10/2000);2;-1
Hepatitis C virus genotype 1a (isolate H);2;-1
Moloney murine leukemia virus (isolate Shinnick);3;-1
Eastern equine encephalitis virus (strain va33[ten broeck]);1;-1
Human immunodeficiency virus type 1 group M subtype K (isolate 97ZR-EQTB11);8;-1
Venezuelan equine encephalitis virus (strain Mena II);2;-1
Nigerian sorghum potyvirus;1;-1
Echovirus 9 (strain Hill);1;-1
Methanolacinia petrolearia (strain DSM 11571 / OCM 486 / SEBR 4847);3;-1
Blotched snakehead virus;3;-1
Rotavirus A (strain RVA/Human/Indonesia/69M/1980/G8P4[10]);12;-1
Berne virus;6;-1
UR2 sarcoma virus;3;-1
Thelephora ganbajun;1;-1
Sheeppox virus (strain KS-1);11;-1
Enterobacteria phage P7;4;-1
Pyrobotrys stellata;1;-1
Rabbitpox virus (strain Utrecht);22;-1
Oikopleura dioica;3;-1
Rotavirus A (strain RVA/Human/United States/D/1974/G1P1A[8]);12;-1
Rotavirus X (strain RVX/Human/China/NADRV-J19/1997/GXP[X]);11;-1
Avian infectious bursal disease virus (strain 52/70);3;-1
Human herpesvirus 6A (strain Uganda-1102);101;-1
Psittacid herpesvirus 1 (isolate Amazon parrot/-/97-0001/1997);71;-1
Swinepox virus (strain Kasza);29;-1
Avian retrovirus IC10;1;-1
Human herpesvirus 1 (strain MP);3;-1
Libertia formosa;1;-1
Furcraea foetida;1;-1
Cypella sp. (strain Porto Alegre 027);1;-1
Cryptochiton stelleri;2;-1
Porcine reproductive and respiratory syndrome virus (strain HB-1);1;-1
Porcine reproductive and respiratory syndrome virus (strain 16244B);1;-1
Lactate dehydrogenase elevating virus (strain Plagemann);1;-1
Enterobacteria phage T3;44;-1
Enterobacteria phage SP6;3;-1
Cyathophorum bulbosum;1;-1
Bobartia gladiata;1;-1
Woodwardia radicans;1;-1
Enterobacteria phage N4;7;-1
Catharomnion ciliatum;1;-1
Enterobacteria phage K11;1;-1
Deropeltis integerrima;6;-1
Laxta sp. (strain SR-2005);4;-1
Gyna lurida;6;-1
Deropeltis atra;6;-1
Perisphaeria cf. substylifera (strain SR-2005);4;-1
Gongylus gongylodes;2;-1
Deropeltis cf. erythrocephala JT-2004;3;-1
Eublaberus posticus;6;-1
Perisphaeria cf. scabrella (strain SR-2005);4;-1
Gromphadorhina grandidieri;6;-1
Porcine epidemic diarrhea virus (strain CV777);7;-1
Karoophasma botterkloofense;19;-1
Panchlora viridis;7;-1
Paramantis sacra;2;-1
Rotavirus A (strain RVA/Cow/United Kingdom/UK/1975/G6P7[5]);12;-1
Rotavirus A (strain RVA/Human/United States/P/1974/G3P1A[8]);12;-1
Avian rous-associated virus type 1;1;-1
Eurycotis floridana;7;-1
Loboptera decipiens;4;-1
Pseudoderopeltis cf. bimaculata JT-2004;8;-1
Human picobirnavirus (strain Human/Thailand/Hy005102/-);3;-1
Rotavirus C (isolate RVC/Human/United Kingdom/Bristol/1989);11;-1
Rotavirus C (strain RVC/Pig/United States/Cowden/1980);11;-1
Bisanthe pulchripennis;2;-1
Aurantimonas manganoxydans (strain ATCC BAA-1229 / DSM 21871 / SI85-9A1);1;-1
Fleroya rubrostipulata;1;-1
Anthospermum herbaceum;1;-1
Rasheed rat sarcoma virus;1;-1
Rotavirus A (isolate RVA/Human/Belgium/B4106/2000/G3P11[14]);12;-1
Rotavirus A (strain RVA/Human/Japan/AU-1/1982/G3P3[9]);12;-1
Nodamura virus (strain Mag115);3;-1
Rotavirus A (strain RVA/Pig/United States/Gottfried/1983/G4P2B[6]);5;-1
Cutibacterium acnes;4;-1
Rotavirus A (strain RVA/Cow/United States/NCDV-Lincoln/1969/G6P6[1]);9;-1
Infectious pancreatic necrosis virus (strain Sp);3;-1
Rotavirus A (isolate RVA/Monkey/United States/TUCH/2003/G3P[24]);6;-1
Soil-borne wheat mosaic virus (strain United States/Nebraska/1981);5;-1
Human immunodeficiency virus type 2 subtype B (isolate D205);9;-1
Simian immunodeficiency virus (isolate Mm142-83);9;-1
Southern cowpea mosaic virus;4;-1
Avon-Heathcote Estuary associated kieseladnavirus;2;-1
Enterobacteria phage f1;9;-1
Enterobacteria phage I2-2;8;-1
Human associated cyclovirus 1 (isolate Homo sapiens/Pakistan/PK5510/2007);2;-1
Porcine circovirus 1 (isolate China);2;-1
Human immunodeficiency virus type 1 group M subtype D (isolate ELI);9;-1
Human immunodeficiency virus type 1 group M subtype B (isolate HXB3);6;-1
Simian immunodeficiency virus (isolate K78);6;-1
Simian immunodeficiency virus agm.vervet (isolate AGM155);8;-1
Simian immunodeficiency virus agm.vervet (isolate AGM3);8;-1
Simian immunodeficiency virus agm.vervet (isolate AGM TYO-1);8;-1
Human immunodeficiency virus type 1 group M subtype B (isolate SF162);5;-1
Human immunodeficiency virus type 1 group M subtype A (isolate U455);6;-1
Human immunodeficiency virus type 1 group M subtype B (isolate MN);9;-1
Influenza A virus (strain A/Pintail/Alberta/121/1979 H7N8);2;-1
Influenza A virus (strain A/Whale/Maine/328/1984 H13N2);4;-1
Influenza A virus (strain A/Tern/Turkmenia/18/1972 H3N3);3;-1
Human immunodeficiency virus type 1 group M subtype B (isolate HXB2);9;-1
Human immunodeficiency virus type 1 group M subtype B (isolate YU-2);9;-1
Cryptophis nigrescens;15;-1
Influenza C virus (strain C/Yamagata/1964);2;-1
Human immunodeficiency virus type 1 group M subtype B (isolate JH32);7;-1
Human immunodeficiency virus type 1 group O (isolate MVP5180);9;-1
Human immunodeficiency virus type 1 group N (isolate YBF106);9;-1
Influenza A virus (strain A/Swine/Netherlands/12/1985 H1N1);4;-1
Human immunodeficiency virus type 1 group M subtype D (isolate NDK);8;-1
Human immunodeficiency virus type 1 group M subtype B (isolate LW123);7;-1
Influenza A virus (strain A/Anas acuta/Primorje/695/1976 H2N3);3;-1
Human immunodeficiency virus type 1 group M subtype G (isolate SE6165);7;-1
Human immunodeficiency virus type 1 group M subtype A (isolate MAL);9;-1
Human immunodeficiency virus type 1 group M subtype F2 (isolate MP255);8;-1
Conasprella longurionis;3;-1
Borreliella burgdorferi;8;-1
Calliophis bivirgatus;5;-1
Canarypox virus;3;-1
Nile crocodilepox virus (isolate Crocodylus niloticus/Zimbabwe/Ume/2001);1;-1
Deerpox virus (strain W-1170-84);1;-1
Ectromelia virus (strain Moscow);15;-1
Horsepox virus;3;-1
Influenza B virus (strain B/Singapore/222/1979);8;-1
Influenza A virus (strain A/Swine/Tennessee/24/1977 H1N1);4;-1
Influenza A virus (strain A/Budgerigar/Hokkaido/1/1977 H4N6);7;-1
Influenza A virus (strain A/Gull/Astrakhan/227/1984 H13N6);4;-1
Podomys floridanus;1;-1
Hemachatus haemachatus;14;-1
Adamsia palliata;1;-1
Lumpy skin disease virus (isolate Bovine/Kenya/Neethling 2490/1958);3;-1
Swinepox virus (strain Swine/Nebraska/17077-99/1999);2;-1
Human immunodeficiency virus type 1 group M subtype D (isolate Z84);5;-1
Influenza B virus (strain B/BA/1978);1;-1
Influenza B virus (strain B/GA/1986);1;-1
Influenza B virus (strain B/HT/1984);1;-1
Influenza B virus (strain B/Singapore/1964);2;-1
Influenza B virus (strain B/Victoria/1987);1;-1
Influenza C virus (strain C/Great lakes/1167/1954);3;-1
Influenza C virus (strain C/Yamagata/10/1981);3;-1
Murine minute virus (strain MVM prototype);3;-1
Human parvovirus B19 (isolate AU);2;-1
Parvovirus LuIII;2;-1
African swine fever virus (isolate Pig/Portugal/Lis 60/1960);3;-1
Rotavirus A (isolate RVA/Cat/Japan/FRV64/1989/G3P5B[3]);3;-1
Rotavirus A (strain RVA/SA11-Ramig/G3P[X]);3;-1
Rotavirus A (strain RVA/Human/United States/M/1976/G3P[X]);4;-1
Rotavirus B (isolate RVB/Human/China/ADRV/1982);10;-1
Rotavirus A (strain RVA/Human/Australia/RV-5/1981/G2P1B[4]);3;-1
Rotavirus A (strain RVA/Human/United States/Wa/1974/G1P1A[8]);12;-1
Rotavirus A (strain RVA/Pig/United States/OSU/1977/G5P9[7]);9;-1
Rotavirus A (strain RVA/SA11-4F/G3P6[1]);3;-1
Rotavirus A (strain RVA/Pig/Mexico/YM/1983/G11P9[7]);8;-1
Rotavirus A (isolate RVA/Equine/United Kingdom/H2/1976/G3P4[12]);4;-1
Rotavirus A (isolate RVA/Human/Sweden/1076/1983/G2P2A[6]);3;-1
Rotavirus A (strain RVA/Monkey/United States/RRV/1975/G3P5B[3]);7;-1
Rotavirus A (strain RVA/Human/United Kingdom/A28/1987/G10P[X]);1;-1
Rotavirus A (strain RVA/Cow/France/RF/1975/G6P6[1]);12;-1
Porcine transmissible gastroenteritis coronavirus (strain FS772/70);8;-1
Squash leaf curl virus;7;-1
Rotavirus A (isolate RVA/Cow/South/Africa/Offal agent/1965/G8P6[1]);4;-1
Rotavirus X (isolate RVX/Human/Bangladesh/NADRV-B219/2002/GXP[X]);11;-1
Paranosema grylli;1;-1
Neomonachus schauinslandi;3;-1
Limnocottus pallidus;1;-1
Pagophilus groenlandicus;4;-1
Batrachocottus multiradiatus;1;-1
Batrachocottus nikolskii;1;-1
Torque teno sus virus 1 (isolate Sd-TTV31);3;-1
Torque teno canis virus (isolate Cf-TTV10);3;-1
Hepatitis E virus genotype 1 (isolate Human/India/Hyderabad);3;-1
Hepatitis E virus genotype 3 (isolate Human/United States/US2);3;-1
Torque teno mini virus 1 (isolate TLMV-CBD279);3;-1
Orphnaecus sp. (strain Maanghit-Cave/Philippines);1;-1
Borreliella afzelii;7;-1
African swine fever virus (isolate Pig/Spain/E-75/1975);2;-1
Anuroctonus phaiodactylus;5;-1
Kirsten murine sarcoma virus;1;-1
Sylvirana spinulosa;13;-1
Atelocyanobacterium thalassa (isolate ALOHA);1;-1
Zamioculcas zamiifolia;1;-1
Aquareovirus C (isolate Golden shiner/USA/GSRV/1977);12;-1
Black beetle virus;4;-1
Reovirus type 3 (strain Dearing);11;-1
Avian reticuloendotheliosis virus;3;-1
Milk vetch dwarf virus (isolate N);12;-1
Enterobacteria phage If1;9;-1
Enterobacteria phage IKe;9;-1
Human immunodeficiency virus type 1 group M subtype C (isolate ETH2220);9;-1
Simian immunodeficiency virus (isolate K6W);9;-1
Simian immunodeficiency virus (isolate TAN1);9;-1
Human immunodeficiency virus type 1 group M subtype B (isolate SF33);5;-1
Human immunodeficiency virus type 1 group M subtype J (isolate SE9173);8;-1
Human immunodeficiency virus type 1 group M subtype B (isolate WMJ22);5;-1
Human T-cell leukemia virus 3 (strain 2026ND);6;-1
Human immunodeficiency virus type 2 subtype B (isolate EHO);9;-1
Human immunodeficiency virus type 2 subtype A (isolate Ghana-1);9;-1
Simian immunodeficiency virus (isolate EK505);9;-1
Simian immunodeficiency virus agm.grivet (isolate AGM gr-1);8;-1
Simian immunodeficiency virus (isolate GB1);8;-1
Simian immunodeficiency virus (isolate Mm251);3;-1
Moloney murine sarcoma virus;3;-1
Enterobacteria phage MX1;4;-1
Batophora oerstedii;1;-1
Maedi visna virus (strain KV1772);6;-1
Human T-cell leukemia virus 1 (isolate Melanesia mel5 subtype C);7;-1
Human immunodeficiency virus type 1 group N (isolate YBF30);9;-1
Human T-cell leukemia virus 2;6;-1
Human immunodeficiency virus type 2 subtype A (isolate SBLISY);9;-1
Human immunodeficiency virus type 2 subtype A (isolate ST);9;-1
Ovine maedi visna related virus (strain South Africa);7;-1
Simian immunodeficiency virus (isolate CPZ GAB1);9;-1
Enterobacteria phage RB18;3;-1
Enterobacteria phage RB51;2;-1
Enterobacteria phage RB69;11;-1
Human immunodeficiency virus type 1 group M subtype B (isolate BRVA);5;-1
Human immunodeficiency virus type 1 group M subtype B (isolate BRU/LAI);9;-1
Maedi visna virus (strain 1514);6;-1
Human immunodeficiency virus type 1 group M subtype A (isolate Z321);5;-1
Human immunodeficiency virus type 2 subtype A (isolate D194);9;-1
Human immunodeficiency virus type 2 subtype A (isolate ROD);9;-1
Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989);3;-1
Mungbean yellow mosaic virus (strain Vigna);8;-1
Enterobacteria phage fd;9;-1
Enterobacteria phage M13;9;-1
Halophilic eubacterium NRCC 41227;1;-1
Human T-cell leukemia virus 1 (isolate Zaire EL subtype B);3;-1
Human T-cell leukemia virus 3 (strain Pyl43);6;-1
Human immunodeficiency virus type 1 group M subtype D (isolate Z2/CDC-Z34);9;-1
Human immunodeficiency virus type 1 group M subtype U (isolate Z3);4;-1
Human immunodeficiency virus type 2 subtype A (isolate BEN);9;-1
Human immunodeficiency virus type 2 subtype A (isolate CAM2);9;-1
Human immunodeficiency virus type 2 subtype B (isolate UC1);9;-1
Caprine arthritis encephalitis virus;2;-1
Feline immunodeficiency virus (isolate Petaluma);6;-1
Human immunodeficiency virus type 1 group M subtype B (isolate PCV12);5;-1
Human immunodeficiency virus type 1 group M subtype H (isolate 90CF056);9;-1
Human immunodeficiency virus type 1 group M subtype F1 (isolate 93BR020);9;-1
Human immunodeficiency virus type 1 group M subtype K (isolate 96CM-MP535);8;-1
Human immunodeficiency virus type 1 group M subtype B (isolate ARV2/SF2);9;-1
Sunn-hemp mosaic virus;3;-1
African horse sickness virus 9;6;-1
Simian immunodeficiency virus (isolate MB66);9;-1
Human immunodeficiency virus type 1 group M subtype F2 (isolate MP257);8;-1
Simian immunodeficiency virus (isolate African mandrill);2;-1
Caprine arthritis encephalitis virus (strain Cork);6;-1
Feline immunodeficiency virus (strain San Diego);7;-1
Human immunodeficiency virus type 1 group M subtype C (isolate 92BR025);9;-1
Human immunodeficiency virus type 1 group M subtype G (isolate 92NG083);8;-1
Human immunodeficiency virus type 1 group M subtype B (isolate BH10);9;-1
Human immunodeficiency virus type 1 group M subtype B (isolate BH8);4;-1
Deppea grandiflora;1;-1
Ceratopetalum gummiferum;1;-1
Broad bean mottle virus;4;-1
Paenarthrobacter aurescens;5;-1
Adeno-associated virus 2 (isolate Srivastava/1982);6;-1
Canary circovirus;2;-1
Human immunodeficiency virus type 1 group M subtype B (isolate CDC-451);7;-1
Porcine circovirus 2;5;-1
Simian immunodeficiency virus (isolate F236/smH4);9;-1
Human immunodeficiency virus type 1 group M subtype B (isolate SC);7;-1
Human immunodeficiency virus type 1 group M subtype H (isolate VI991);8;-1
Human immunodeficiency virus type 1 group M subtype D (isolate Z6);6;-1
Human immunodeficiency virus type 2 subtype A (isolate KR);9;-1
Human immunodeficiency virus type 2 subtype A (isolate NIH-Z);9;-1
Murine coronavirus (strain defective JHM);1;-1
Enterobacteria phage P4;13;-1
Rotavirus A (strain RVA/SA11-Both/G3P5B[2]);12;-1
Enterobacteria phage T2;13;-1
Enterobacteria phage T6;14;-1
Simian immunodeficiency virus (isolate PBj14/BCL-3);9;-1
Epacris sp.;1;-1
Ruttya fruticosa;1;-1
Banna virus (strain Indonesia/JKT-6423/1980);12;-1
Phuopsis stylosa;1;-1
Influenza A virus (strain A/Dunedin/4/1973 H3N2);1;-1
Rotavirus A (strain RVA/Human/Japan/S2/1980/G2P1B[4]);7;-1
Antirhea lucida;1;-1
Rotavirus A (strain RVA/Human/Japan/YO/1977/G3P1A[8]);7;-1
Canalohypopterygium tamariscinum;1;-1
Ochrosphaera neapolitana;8;-1
Lamarckia aurea;1;-1
Patersonia fragilis;1;-1
Patersonia sp. (strain Lejeune 1997);1;-1
Aristea capitata;1;-1
Aristea platycaulis;1;-1
Woodwardia unigemmata;1;-1
Rhapis humilis;1;-1
Sparaxis sp. (strain Lejeune 1997);1;-1
Calcarisporium arbuscula;7;-1
Xylohypha bantiana;2;-1
Nototodarus sloanii;7;-1
Sphingosinicella xenopeptidilytica;1;-1
Uncultured marine bacterium 66A03;1;-1
Camelpox virus (strain CP-1);1;-1
Paraburkholderia caryophylli;1;-1
Babycurus centrurimorphus;1;-1
Kajikia audax;1;-1
Cyclophiops major;1;-1
Feline foamy virus;5;-1
Human spumaretrovirus;7;-1
Simian foamy virus type 1;5;-1
Simian foamy virus type 3 (strain LK3);5;-1
Simian foamy virus (isolate chimpanzee);5;-1
Parabuthus transvaalicus;7;-1
Epiactis japonica;3;-1
Eucomis montana;1;-1
Diacronema lutheri;9;-1
Xenophilus azovorans;1;-1
Sheeppox virus (strain InS-1);2;-1
Sicarius patagonicus;4;-1
Sicarius cf. damarensis (strain GJB-2008);21;-1
Sicarius peruensis;15;-1
Cheracebus torquatus;3;-1
Plecturocebus hoffmannsi;1;-1
Vaccinia virus (strain LC16m0);2;-1
Ajellomyces dermatitidis;2;-1
Rhinocladiella atrovirens;2;-1
Paraburkholderia rhizoxinica (strain DSM 19002 / CIP 109453 / HKI 454);3;-1
Thermosulfidibacter takaii (strain DSM 17441 / JCM 13301 / NBRC 103674 / ABI70S6);2;-1
Nidirana okinavana;5;-1
Sicarius terrosus;2;-1
Sicarius albospinosus;1;-1
Sphingosinicella microcystinivorans;1;-1
Anoplotrupes stercorosus;1;-1
Clostridioides difficile;22;-1
Spinulum annotinum;1;-1
Pseudogaltonia clavata;1;-1
Achatina fulica;7;-1
Oulactis orientalis;2;-1
Leucothrix mucor;1;-1
Stichodactyla mertensii;2;-1
High plains virus (isolate Texas 96);1;-1
Cinguloterebra anilis;16;-1
Macrocybe gigantea;1;-1
Phyllodiscus semoni;5;-1
High plains virus (isolate Utah 96);1;-1
Actineria villosa;3;-1
Murine minute virus (strain MVMi);2;-1
High plains virus (isolate Kansas 96);1;-1
Trapa natans;1;-1
Monoplex parthenopeus;1;-1
Norwalk virus (strain GI/Human/United States/Norwalk/1968);3;-1
Canine parvovirus type 2;1;-1
Porcine astrovirus 1;1;-1
Torque teno virus (isolate Human/Japan/SANBAN/1999);2;-1
Doritaenopsis sp.;2;-1
Oceanospirillum linum;1;-1
Milk vetch dwarf virus (isolate 9);1;-1
Torque teno virus (isolate Chimpanzee/Japan/Pt-TTV6/2000);2;-1
JC polyomavirus;5;-1
Torque teno virus (isolate Human/Germany/KAV/2001);3;-1
Actinomycete sp. (strain K97-0003);1;-1
Torque teno virus (isolate Human/China/CT23F/2001);3;-1
Human adenovirus A serotype 31;2;-1
Ovine astrovirus 1;3;-1
Human adenovirus D serotype 9;5;-1
Torque teno midi virus 1 (isolate MD1-073);2;-1
Human adenovirus B serotype 3;15;-1
Pachnoda marginata;1;-1
Torque teno virus (isolate Japanese macaque/Japan/Mf-TTV9/2000);3;-1
Simian virus 12 (strain wt100);5;-1
Aranda deborah;1;-1
Torque teno virus (isolate Human/China/CT39F/2001);3;-1
Torque teno douroucouli virus (isolate At-TTV3);3;-1
Simian virus 40;6;-1
Human adenovirus D serotype 8;2;-1
Torque teno virus (strain VT416);3;-1
BK polyomavirus;5;-1
Acrocinus longimanus;3;-1
Mengo encephalomyocarditis virus;2;-1
Mycoplana ramosa;1;-1
Lycodichthys dearborni;4;-1
Suid herpesvirus 1 (strain NIA-3);9;-1
Azorhizophilus paspali;3;-1
Sauromatum venosum;1;-1
Antarctomyces psychrotrophicus;1;-1
Anoplius samariensis;3;-1
Encephalomyocarditis virus;2;-1
Hathewaya limosa;1;-1
Cas-NS-1 murine leukemia virus;1;-1
Pecari tajacu;2;-1
Dipodillus campestris;1;-1
African swine fever virus (strain E-70 MS44);1;-1
High plains virus (isolate Kansas 2004);1;-1
Cicadella viridis;1;-1
Ajellomyces capsulatus (strain H88);3;-1
Simian cytomegalovirus (strain Colburn);2;-1
Tupaiid herpesvirus (strain 2);4;-1
Didinium nasutum;1;-1
Dileptus margaritifer;1;-1
Sulfophobococcus zilligii;1;-1
Viverra megaspila;1;-1
Zygogeomys trichopus;1;-1
Anisomys imitator;1;-1
Myopus schisticolor;1;-1
Viverra tangalunga;2;-1
Viverra zibetha;1;-1
Rhodoplanes tepidamans;3;-1
Hathewaya histolytica;8;-1
Planctoteuthis danae;1;-1
Avian leukosis virus;2;-1
Avian erythroblastosis virus (strain ES4);2;-1
Hepatitis B virus genotype H subtype adw4 (isolate Nicaragua/1853Nic/1997);3;-1
Hepatitis B virus genotype B/C subtype adw (isolate Okinawa/pODW282/1998);5;-1
Human herpesvirus 2 (strain 186);1;-1
Hepatitis B virus genotype C subtype adr (isolate Korea/Kim/1989);4;-1
Hepatitis B virus genotype C subtype ayw (isolate Australia/AustRC/1992);5;-1
Hepatitis B virus genotype D subtype adw (isolate United Kingdom/adyw/1979);3;-1
Hepatitis B virus genotype E subtype ayw4 (isolate Kou);3;-1
Hepatitis B virus genotype E (isolate Cote d'Ivoire/ABI-129/2003);3;-1
Antaresia childreni;1;-1
Blarinomys breviceps;1;-1
Bothrochilus albertisii;1;-1
Chrotomys silaceus;1;-1
Clethrionomys californicus;1;-1
Raphus cucullatus;1;-1
Seleucidis melanoleucus;1;-1
Poliocitellus franklinii;1;-1
Paramurexia rothschildi;2;-1
Unspecified eudicot DB-1992;1;-1
Ureibacillus thermosphaericus;1;-1
Illawarra wisharti;6;-1
Human adenovirus E serotype 4;8;-1
Suid herpesvirus 1 (strain Indiana-Funkhauser / Becker);8;-1
Arctic squirrel hepatitis virus;4;-1
His1 virus (isolate Australia/Victoria);35;-1
Hepatitis B virus genotype C subtype ayw (isolate China/Tibet127/2002);5;-1
Hepatitis B virus genotype D subtype ayw (isolate Italy/CI/1992);5;-1
Hepatitis B virus genotype D (isolate Germany/1-91/1991);5;-1
Hepatitis B virus genotype E (isolate Cote d'Ivoire/ABI-212/2003);3;-1
Hepatitis B virus genotype H (isolate United States/LAS2523/2002);3;-1
Ground squirrel hepatitis virus (strain 27);5;-1
Hepatitis B virus genotype A2 subtype adw (isolate Japan/Nishioka/1983);5;-1
Hepatitis B virus genotype A2 subtype adw2 (strain Rutter 1979);5;-1
Hepatitis B virus genotype A2 subtype adw2 (isolate Germany/991/1990);5;-1
Hepatitis B virus genotype A1 subtype adw (isolate Philippines/pFDW294/1988);4;-1
Hepatitis B virus genotype A1 subtype adw2 (isolate South Africa/84/2001);5;-1
Hepatitis B virus genotype A2 (isolate Japan/11D11HCCW/1998);5;-1
Hepatitis B virus genotype A3 (isolate Cameroon/CMR983/1994);5;-1
Hepatitis B virus genotype A3 (isolate Cameroon/CMR711/1994);5;-1
Hepatitis B virus genotype B1 subtype adw (isolate Japan/pJDW233/1988);5;-1
Hepatitis B virus genotype B2 (isolate Indonesia/pIDW420/1988);5;-1
Hepatitis B virus genotype B2 (isolate Vietnam/9873/1997);5;-1
Hepatitis B virus genotype H subtype adw4 (isolate Nicaragua/2928Nic/1997);5;-1
Hepatitis B virus genotype B2 (isolate Vietnam/16091/1992);3;-1
Hepatitis B virus genotype B2 subtype adw (isolate China/patient4/1996);5;-1
Hepatitis B virus genotype B1 (isolate Japan/Yamagata-2/1998);5;-1
Hepatitis B virus genotype B1 (isolate Japan/Ry30/2002);5;-1
Human herpesvirus 1 (strain Angelotti);3;-1
Hepatitis B virus genotype C (isolate Vietnam/3270/2000);5;-1
Human herpesvirus 1 (strain SC16);2;-1
Hepatitis B virus genotype C subtype adr (isolate Japan/Nishioka/1983);5;-1
Hepatitis B virus genotype C subtype ar (isolate Japan/S-207/1988);5;-1
Hepatitis B virus genotype C subtype adr (strain Japan/adr4/1983);5;-1
Hepatitis B virus genotype C subtype ad (isolate Japan/S-179/1988);4;-1
Ictalurid herpesvirus 1 (strain Auburn);76;-1
Hepatitis B virus genotype C subtype adr (isolate Japan/A4/1994);4;-1
Hepatitis B virus genotype C subtype ayr (isolate Human/Japan/Okamoto/-);5;-1
Hepatitis B virus genotype D (isolate France/alpha1/1989);5;-1
Hepatitis B virus genotype D subtype ayw (isolate France/Tiollais/1979);7;-1
Hepatitis B virus genotype D subtype ayw (isolate Japan/JYW796/1988);5;-1
Hepatitis B virus genotype D subtype ayw (isolate Australia/AustKW/1991);5;-1
